Gene	IM-day2	Day2-day4	Day4-day8
AT1G71520	56.6165333333333	-16.2617466666667	3.18013666666667
AT1G71530	20.0394025	-5.99605	3.631805
AT1G71697	2.12213	0	0
AT1G71870	2.1012	0	-1.90372
AT1G71890	2.80269	0	0
AT1G72000	6.0723	-3.90781	0
AT1G72060	10.70537	-2.51953	3.24468
AT1G72120	2.21546	0	4.97248
AT1G72230	-1.91379	0	0
AT1G72330	4.93183	-2.86852	0
AT1G72416	-2.051275	0	0
AT1G72450	4.34848	0	4.48636
AT1G72520	5.31511	-2.71403	4.81661
AT1G72620	-5.33997	0	0
AT1G72680	3.15577	0	3.61424
AT1G72720	-1.934	0	0
AT1G72900	48.611	-12.09648	0
AT1G72910	6.05442	-6.90895	0
AT1G72920	26.40689	-9.91219	2.64146
AT1G72930	7.03109	-4.09448	0
AT1G72940	3.7774	-4.58832	3.07324
AT1G72970	-1.8874	1.92118	0
AT1G73000	5.12532	0	0
AT1G73010	5.09058	-3.39664	2.01224
AT1G73220	3.02088	0	0
AT1G73500	7.11323333333333	-2.71571666666667	0
AT1G73550	-2.58495	0	0
AT1G73805	4.3534	-3.46509	0
AT1G73810	35.37414	-11.60079	2.35674
AT1G73830	3.83783	-4.12505	0
AT1G73965	11.51857	-4.61817	5.97503
AT1G74080	3.60428666666667	0	6.034505
AT1G74100	4.9748	-3.0301	3.56706
AT1G74360	5.46548666666667	-3.54623333333333	2.1177
AT1G74420	-1.8104	0	0
AT1G74590	29.00656	-3.55912	6.80974
AT1G74650	2.46443666666667	-2.66188333333333	0
AT1G74660	-3.53254	-1.89218	-2.8676
AT1G74750	2.32677	-2.26638	0
AT1G74870	7.33128	-5.67815	0
AT1G75020	2.916445	-2.82971	-2.41042
AT1G75030	2.12818	-1.92253	0
AT1G75040	14.63489	-2.87223	1.89794
AT1G75050	6.03181	-2.5275	0
AT1G75150	-2.06865	0	0
AT1G75190	-1.96429	0	0
AT1G75430	4.51472666666667	0	-3.7856
AT1G75440	2.28814	0	-2.50441
AT1G75490	27.74903	0	2.08829333333333
AT1G75780	-2.2871	0	0
AT1G75830	29.40167	-2.12284	-2.22838
AT1G75891	-3.67048	0	0
AT1G75900	-3.72323	0	2.75525
AT1G76040	3.002372	-1.97882	0
AT1G76070	13.0054	-6.02052	6.94977
AT1G76240	-1.80982	0	0
AT1G76360	2.85685666666667	-2.37580333333333	0
AT1G76420	-2.35382333333333	0	0
AT1G76470	64.73716	-9.96599	57.55306
AT1G76480	2.64228	-2.40034	4.74488
AT1G76520	4.217265	-2.09768	2.053485
AT1G76580	-1.99418	0	0
AT1G76590	8.16193	-2.67867666666667	5.35443333333333
AT1G76600	22.77761	-4.23233	2.59791
AT1G76620	-2.63395	2.13563	1.84886
AT1G76640	7.03537	0	5.92489
AT1G76650	5.26211	-3.54929	3.09932
AT1G76680	3.43892	-3.13184	2.4599
AT1G76690	2.04341	-2.38657	3.75243
AT1G76790	2.47249	3.63772	6.59748
AT1G76890	-1.80389	1.98475	2.67301333333333
AT1G76955	2.58671	0	0
AT1G76970	2.13395	0	0
AT1G76990	-1.9805	0	0
AT1G77100	-2.37726	1.99387	0
AT1G77145	-6.62353	0	4.76724
AT1G77160	-10.60561	0	3.44103
AT1G77200	-2.33163333333333	3.39134	0
AT1G77450	4.91874333333333	0	2.72805333333333
AT1G77620	-1.95147	0	0
AT1G77640	2.50858	-3.89722333333333	3.384445
AT1G77690	1.92794	0	2.26649
AT1G77840	2.49502	0	0
AT1G77860	-3.18713	1.94843	0
AT1G77870	-3.39036	3.01535	0
AT1G78000	4.17967	0	9.86907
AT1G78020	-2.49256	0	0
AT1G78206	-1.92571	0	0
AT1G78260	-1.9786	0	0
AT1G78340	5.42743	-3.22167	7.2377
AT1G78360	-2.28655	0	0
AT1G78380	2.09953	0	0
AT1G78400	10.23871	-5.19634	6.40783
AT1G78410	35.17729	-8.87323	0
AT1G78440	27.97113	1.97141	-5.13605
AT1G78490	-2.0239	0	-2.05088
AT1G78530	-2.01707	0	3.515415
AT1G78760	-1.97213	0	0
AT1G78830	4.53281	0	3.7082
AT1G78850	27.37619	-2.5539	2.88671
AT1G78860	5.4691	0	0
AT1G78970	-2.47813	0	0
AT1G79245	3.91088	-2.11976	2.40397
AT1G79410	3.24985	0	0
AT1G79450	3.07005	-2.78532	6.98091
AT1G79680	51.30898	-22.3812	3.72271
AT1G79700	2.47992	0	2.04785333333333
AT1G79720	-1.86361	0	0
AT1G79780	-3.0206	0	0
AT1G79840	-1.85983	0	-2.46962
AT1G79910	-1.91303	0	0
AT1G80050	-1.88563	0	0
AT1G80090	-2.92572	0	0
AT1G80180	2.48234	0	2.24314
AT1G80440	3.46282	0	0
AT1G80590	-1.84434	-2.32259	-2.29127
AT1G80660	2.7314	0	0
AT1G80730	-1.87284	3.006875	0
AT1G80800	-2.71957	0	0
AT1G80820	9.42236	-4.9767	3.32223
AT1G80840	37.9792433333333	-10.3341266666667	4.41558
AT1G80920	1.91795	0	0
AT2G01070	-1.88222	0	0
AT2G01090	2.93504	2.4818	3.26063
AT2G01180	4.82577	-3.148	3.28623
AT2G01200	-4.22788	0	2.18448
AT2G01310	-2.00305	0	0
AT2G01505	-1.98296	0	0
AT2G01520	-4.0837	2.36496	0
AT2G01610	-2.85062	0	0
AT2G01630	-1.92578	0	0
AT2G01670	2.17404	0	6.25737
AT2G01830	-1.96713	0	0
AT2G01890	-2.18757	2.372445	0
AT2G01918	-2.52624	0	0
AT2G02000	-4.95032	0	0
AT2G02010	22.83998	-10.15498	3.91083
AT2G02310	4.14054	0	5.81873
AT2G02350	-1.83075	0	-1.98926
AT2G02390	2.15021	0	2.02024
AT2G02820	2.148455	0	0
AT2G02930	34.12877	-2.82903	0
AT2G03130	16.57301	-2.34074	2.12415
AT2G03310	-1.91481	2.02566	0
AT2G03460	1.996	0	0
AT2G03505	2.32539	0	-3.63793
AT2G03530	2.63817	0	0
AT2G03720	-4.11156	0	0
AT2G03760	76.12483	-4.19302	4.22398
AT2G04040	87.97834	-10.93738	7.16248
AT2G04050	37.89587	-7.72953	6.77806
AT2G04066	9.55128	-3.38825	3.53401
AT2G04070	92.29601	-15.98194	-5.01992
AT2G04495	5.08931	-5.202	1.95451
AT2G04515	5.85833	-4.24326	0
AT2G05070	-2.13163	0	0
AT2G05380	6.04608	2.3268	2.24527
AT2G05410	-2.87991	0	0
AT2G05420	17.24844	0	0
AT2G05530	-2.65593	0	0
AT2G05940	2.06064	-2.58615	3.25497
AT2G06200	-2.07379666666667	0	0
AT2G07669	-2.19516	0	0
AT2G07672	-2.90347	0	0
AT2G07673	-2.07613	0	0
AT2G07677	-2.16693	0	0
AT2G07678	-2.13293	0	0
AT2G07681	-5.61489	0	0
AT2G07684	-3.54349	0	0
AT2G07698	-2.08161	0	0
AT2G07699	-2.04758	0	0
AT2G07702	-2.26342	0	0
AT2G07705	-4.34927	0	0
AT2G07706	-3.43008	0	0
AT2G07713	-5.35262	0	0
AT2G07714	-2.22273	0	0
AT2G07718	-2.12048	0	0
AT2G07723	-2.48518	0	0
AT2G07724	-1.86938	0	0
AT2G07728	-5.11975	0	0
AT2G07738	-4.03419	0	0
AT2G07739	-1.85379	0	0
AT2G07741	-2.06818	0	0
AT2G07749	-4.35341	0	0
AT2G07772	-2.75933	0	0
AT2G07774	-1.98882	0	0
AT2G07775	-2.94746	0	0
AT2G07777	-2.4728	0	0
AT2G07779	-4.1257	0	0
AT2G07783	-1.82284	0	0
AT2G07785	-3.03808	0	0
AT2G07786	2.00181	0	0
AT2G07787	-4.06186	0	0
AT2G07815	-6.46506	0	0
AT2G07820	-4.63903	0	0
AT2G07830	-2.40968	0	0
AT2G10940	-2.480695	0	1.997095
AT2G12462	-2.30894	0	1.81101
AT2G14060	-2.7894	0	0
AT2G14100	-4.05473	0	0
AT2G14560	2.975355	-2.242845	0
AT2G14750	2.60643	0	3.23588
AT2G14820	-2.49049	0	-2.91216
AT2G14835	-3.62786	0	0
AT2G14900	-2.55848	0	4.26486
AT2G15040	6.44398	-3.75769	0
AT2G15080	3.96808	0	0
AT2G15220	54.25203	-13.20885	0
AT2G15390	8.51015	0	2.95848
AT2G15480	95.70959	-4.635	2.70515
AT2G15490	50.72114	-5.920255	3.709925
AT2G15760	2.29814	0	0
AT2G15970	-2.07378	0	0
AT2G16060	6.08765	-2.67448	0
AT2G16380	13.4543	0	0
AT2G16505	2.89497	0	0
AT2G16720	3.00186333333333	0	5.40107
AT2G16730	-4.03648	0	0
AT2G16750	-2.68776666666667	1.85654	0
AT2G16890	1.83535	0	2.295675
AT2G16990	-4.06144	0	0
AT2G17040	6.22498333333333	0	0
AT2G17120	2.02155	0	0
AT2G17230	-2.27162	0	0
AT2G17470	-2.21982	0	2.73826
AT2G17500	5.50731	0	6.36642
AT2G17780	-3.04729	0	0
AT2G17880	1.90553	0	0
AT2G18150	11.84305	-8.74048	0
AT2G18190	11.8098	-5.48117	7.16536
AT2G18193	33.2501	-3.4714	5.20437
AT2G18200	3.18949	-2.03799	0
AT2G18300	-2.56970333333333	0	0
AT2G18380	-1.85413	0	0
AT2G18470	-4.81629	0	0
AT2G18540	-2.32293	2.29759	0
AT2G18660	4.01067	-3.43674	0
AT2G18670	9.13896	-4.39003	2.40639
AT2G18680	9.7866	-4.31423	0
AT2G18690	64.26077	-9.62393	3.10812
AT2G18700	2.24302	0	0
AT2G18938	-1.99039	0	-1.89475
AT2G18980	-3.10875	0	0
AT2G19130	3.78671333333333	0	0
AT2G19190	11.0971733333333	-6.87152333333333	0
AT2G19410	-3.34260333333333	-3.26885	0
AT2G19800	-2.38218	0	10.51319
AT2G19910	-1.80679	0	-1.94883
AT2G19920	-2.11154	0	-3.35602
AT2G20142	12.56928	-3.4979	4.25031
AT2G20470	3.68901	0	2.01437
AT2G20562	4.58803	-7.71321	0
AT2G20570	-1.87141	0	2.48736666666667
AT2G20750	-2.57291	0	0
AT2G20800	51.02785	-2.18124	2.01802
AT2G20875	-1.86051	0	3.58881
AT2G20880	2.81279	7.10832666666667	4.40945666666667
AT2G20960	1.9626	0	0
AT2G20980	-2.1437	0	0
AT2G21185	-1.80427	1.92601	2.24983
AT2G21450	-1.84653	0	4.81798
AT2G21490	10.28636	-3.18311	0
AT2G21620	2.79681	-2.07511	4.79514
AT2G21640	9.85718	-4.54639	2.9304
AT2G21900	4.14888333333333	0	0
AT2G21910	7.92565	-2.70684	0
AT2G22170	-2.21355	0	0
AT2G22540	-1.88807	0	-2.44230333333333
AT2G22760	3.93292	4.34245	21.17166
AT2G22770	1.85253	0	2.05936333333333
AT2G22880	93.51979	-8.2843	18.80345
AT2G22920	-3.46574	0	0
AT2G22980	-2.248275	2.481335	1.9665
AT2G23010	-1.88856	0	0
AT2G23120	-1.89865	0	2.54662
AT2G23130	-1.91651	0	0
AT2G23220	-2.40058	0	0
AT2G23270	206.09258	-39.75216	0
AT2G23320	2.99033	0	0
AT2G23321	4.57535	-2.5549	1.98142
AT2G23420	1.99314	0	0
AT2G23430	-2.00055	0	2.23336
AT2G23450	1.89109	0	2.75737
AT2G23560	-2.20367	2.49576	0
AT2G23680	6.4508	-4.94802	0
AT2G23760	1.92873	4.05600333333333	0
AT2G23770	9.45059333333333	-5.40654666666667	0
AT2G23790	-2.14625	0	0
AT2G23810	5.138	-4.38422	6.48658
AT2G23840	-1.92964	0	0
AT2G23970	-2.0978	0	0
AT2G24070	-1.91558	0	-2.98897
AT2G24100	2.38703	0	0
AT2G24160	6.32059	0	0
AT2G24180	3.43526	-2.11669	0
AT2G24210	2.69921	2.45235	17.3466
AT2G24270	-3.16615	0	0
AT2G24480	-4.61716	0	0
AT2G24490	-1.8441	0	0
AT2G24560	-2.65454	0	-1.85952
AT2G24600	4.41529666666667	-3.05362333333333	0
AT2G24850	5.85002	-3.77155	12.99416
AT2G25130	-3.22736	0	3.05222
AT2G25625	-1.82297	0	1.89296
AT2G25735	37.71881	-4.50554	3.20631
AT2G25790	1.98454333333333	2.85541666666667	0
AT2G25820	-2.41071	0	0
AT2G25900	1.84095	0	0
AT2G25940	1.8494	0	0
AT2G26020	23.91108	0	0
AT2G26150	1.82831666666667	0	0
AT2G26190	2.41414	-2.60405	0
AT2G26380	4.00157	-1.88522	0
AT2G26490	-1.83918	0	-3.80338
AT2G26530	56.465725	-5.48601	4.155005
AT2G26560	80.8121	-5.59325	7.49379
AT2G26650	6.20077	0	0
AT2G27120	-2.87763	0	0
AT2G27310	17.62323	-5.94024	4.61712
AT2G27430	5.08599	0	2.45328
AT2G27500	4.39594	0	8.81843
AT2G27505	2.78076	-2.84395	3.50635
AT2G27660	4.20042	-2.36262	3.57775
AT2G27830	5.18772	0	2.7714
AT2G27900	2.03293	0	0
AT2G28140	-2.49029	0	2.94482
AT2G28210	6.91442	-11.4317	9.15937
AT2G28340	-2.22591	2.01863	0
AT2G28400	4.13646	0	6.29773
AT2G28500	-2.41922666666667	0	0
AT2G28550	-2.0920075	0	0
AT2G28560	-1.92476	0	0
AT2G28570	2.82198	-1.93762	2.52008
AT2G28630	1.89052	0	0
AT2G28690	2.94911	0	0
AT2G28780	2.01902	2.64516	-8.24828
AT2G28850	3.03832	0	3.52761
AT2G28860	9.71151	-9.92128	2.91775
AT2G28950	-1.87187	0	0
AT2G28970	-11.34575	0	-3.46685
AT2G29120	1.82706	0	0
AT2G29150	24.90943	-17.90919	3.08895
AT2G29340	18.6614366666667	-2.49780333333333	2.40833
AT2G29350	34.478045	-2.73318	6.88884
AT2G29420	4.30922	0	0
AT2G29450	2.73969	0	6.96243
AT2G29460	153.47421	-7.7902	31.92425
AT2G29470	154.59023	-19.49337	90.48077
AT2G29490	8.38975	-5.28213	7.4498
AT2G29500	-2.63041	0	2.23913
AT2G29570	-2.35127	0	0
AT2G29680	-2.818245	0	0
AT2G29720	16.90107	-5.41194	0
AT2G29990	2.02076	0	0
AT2G30040	3.91484	0	5.27812
AT2G30140	7.76267	-5.71442	11.56207
AT2G30200	-2.20553	0	0
AT2G30230	-1.84538	0	0
AT2G30250	8.21644666666667	-3.46126666666667	5.22932666666667
AT2G30360	-1.827585	0	2.07952666666667
AT2G30368	-2.28436	0	0
AT2G30370	-2.48951	0	0
AT2G30420	-4.02641	3.79896	0
AT2G30424	-2.88231	0	0
AT2G30440	2.54374	-2.28094	0
AT2G30550	3.61093	-2.930865	4.542015
AT2G30750	1.90612	-7.7867	0
AT2G30770	31.30919	-12.86935	0
AT2G30790	-2.72482	0	0
AT2G30870	3.63681	-3.03008	0
AT2G31020	9.08013	-8.56516	0
AT2G31030	8.77269	-2.721	0
AT2G31160	-2.15676	0	0
AT2G31210	-2.427555	0	2.78173
AT2G31230	39.55191	-2.34971	0
AT2G31345	4.34884	-5.32214	0
AT2G31425	12.49652	-12.37148	10.40522
AT2G31550	-1.86857	1.88838	0
AT2G31625	-2.1031	0	0
AT2G31750	2.32094	0	0
AT2G31865	9.10477	-2.58572	2.10805
AT2G31880	3.92683	-3.23254	0
AT2G31890	4.29643	-4.03354	0
AT2G31945	13.55429	-12.67242	9.70488
AT2G31955	2.08061	0	0
AT2G31990	2.38925	-1.93762	1.81125
AT2G32020	37.92532	-5.71445	5.77936
AT2G32030	24.87152	-11.77323	2.73511
AT2G32130	19.52138	-5.51114	5.21268
AT2G32140	14.77981	-6.11372	2.44912
AT2G32150	2.59439	0	13.56724
AT2G32190	7.050795	-2.535575	5.238345
AT2G32200	8.87068	-2.05425	8.66417
AT2G32270	-2.37867	0	0
AT2G32280	-1.99444	0	0
AT2G32300	-14.02997	0	0
AT2G32487	2.08406	0	4.30739
AT2G32490	-2.36926	0	0
AT2G32510	1.926095	0	1.99219
AT2G32530	-6.51441	2.47113	4.72685
AT2G32540	-1.96126	2.50341	0
AT2G32660	3.96105	0	5.93293
AT2G32670	-1.96545	0	0
AT2G32680	10.93239	-6.35088	2.36509
AT2G32800	2.32532666666667	0	2.26582666666667
AT2G32840	-2.40634	0	0
AT2G32860	3.75373	4.74571	0
AT2G33020	2.22816	-2.13941	0
AT2G33320	-2.19	0	0
AT2G33420	-2.98532	0	0
AT2G33520	-2.11604	0	0
AT2G33540	-1.91638	0	0
AT2G33580	2.70647666666667	-2.63932333333333	0
AT2G33710	31.958505	-5.770895	1.89203
AT2G33810	-1.97782	0	0
AT2G33830	2.39727	0	0
AT2G33870	-2.37997	0	0
AT2G33880	-2.67672333333333	0	0
AT2G34150	-1.99217	0	0
AT2G34170	-2.29541	0	0
AT2G34250	2.3794	0	0
AT2G34320	-3.52837	0	-3.2332
AT2G34330	-5.35165	0	0
AT2G34490	-1.99478	0	0
AT2G34500	6.8049	-5.96162	0
AT2G34510	-2.91675	0	0
AT2G34580	-1.96247	0	-1.84084
AT2G34600	2.15261	0	4.9071
AT2G34700	-3.56596	-2.35694	0
AT2G34920	1.95632	0	0
AT2G34930	2.78454	0	17.69193
AT2G35000	2.33417	0	0
AT2G35070	-2.1105	0	3.13096
AT2G35290	-3.97719	0	2.57727
AT2G35300	-2.27735	0	0
AT2G35480	4.92356	-1.8831	0
AT2G35700	-2.54248333333333	0	0
AT2G35730	3.73257	0	15.39147
AT2G35860	-2.29996	0	0
AT2G35930	8.38605	-3.67536	4.61729
AT2G35980	79.90949	-10.71712	7.90452
AT2G36010	-2.09945	0	0
AT2G36080	5.6988175	2.6557225	8.765018
AT2G36220	2.29962	0	1.86905
AT2G36270	5.28615333333333	0	2.96839
AT2G36320	2.23384	-1.92311	5.13038
AT2G36460	3.95531	-2.556775	0
AT2G36570	-1.82185666666667	0	0
AT2G36580	2.17472	-2.52664	0
AT2G36610	-2.80452	-2.26191	0
AT2G36690	17.61701	-6.90464	0
AT2G36750	4.09553	0	19.68131
AT2G36770	2.62429	0	30.43254
AT2G36790	11.86309	-2.43206	16.80869
AT2G36792	3.35918	-3.35136	3.368895
AT2G36800	36.12234	-4.50737	7.00231
AT2G36820	-2.56332	0	0
AT2G36830	-1.83339	0	0
AT2G36870	-2.03883	0	0
AT2G36890	1.88064	0	0
AT2G36950	23.16178	-10.58208	3.49365
AT2G36970	3.35626	-4.47317	0
AT2G37130	-19.83253	0	16.77367
AT2G37170	2.14214	6.10221	7.32847
AT2G37180	2.01188	4.30289	6.78852
AT2G37210	5.471	2.10889	0
AT2G37260	-1.91568	0	0
AT2G37300	-3.13316	0	0
AT2G37430	69.2952866666667	-9.69559333333333	0
AT2G37440	-5.62035	0	14.28146
AT2G37560	-2.35905	0	0
AT2G37640	-2.4492	2.10096	0
AT2G37670	-1.88663	0	0
AT2G37710	2.07215	-2.10090666666667	0
AT2G37750	3.01909	0	3.37163
AT2G37760	9.09193	0	5.29089
AT2G37770	3.04067	0	7.816975
AT2G37960	-2.119415	0	0
AT2G37970	2.26677	0	0
AT2G38060	-3.66948	0	0
AT2G38090	-2.00798666666667	0	0
AT2G38250	5.14252333333333	-1.98325	4.41209666666667
AT2G38290	1.91691	0	0
AT2G38300	-2.44856	0	0
AT2G38340	3.59221333333333	-1.99366666666667	6.19311666666667
AT2G38400	1.80282	0	11.28575
AT2G38465	3.06086	-3.86732	3.69862
AT2G38470	14.9761433333333	-6.66312333333333	2.05277666666667
AT2G38720	-2.22291	0	0
AT2G38790	4.18265	0	0
AT2G38823	57.67253	-9.1361	0
AT2G38830	12.79288	-4.03444	0
AT2G38860	8.19274	-3.7978	1.93258
AT2G38890	2.43782	0	0
AT2G38940	1.99523	-3.09168	1.90559
AT2G38995	-2.48896	0	0
AT2G39030	12.63275	-12.68651	118.13904
AT2G39200	17.53699	0	2.30697
AT2G39210	2.8633	-2.10132	2.90984
AT2G39320	2.34152	1.90353	0
AT2G39350	10.35325	-2.10555	10.20007
AT2G39370	-4.05157	0	0
AT2G39400	128.27299	-5.31725	2.9196
AT2G39430	-4.54508	0	0
AT2G39470	-2.0581	0	0
AT2G39518	3.64194	0	29.37677
AT2G39650	4.39683	-3.01346	0
AT2G40000	4.90096	-1.89587	8.37306
AT2G40095	3.61939	-2.58107	0
AT2G40113	8.28347	0	0
AT2G40130	-2.29276	0	0
AT2G40140	5.75884333333333	-3.01739666666667	1.9973
AT2G40180	20.79836	-3.56851	4.4056
AT2G40200	2.416	0	5.83301666666667
AT2G40230	-1.81284	0	0
AT2G40250	-2.73431	4.0751	0
AT2G40260	2.17114333333333	0	0
AT2G40330	2.07998	0	0
AT2G40340	1.87287	0	9.96548666666667
AT2G40435	-3.60084	0	0
AT2G40450	-2.41791	0	0
AT2G40460	-2.34453	0	0
AT2G40530	1.91216	0	2.54871
AT2G40740	3.94114	-3.08209	0
AT2G40802	-2.79749	0	0
AT2G40805	-2.05261	0	-1.93487
AT2G40900	2.32922	0	-4.45931
AT2G40940	4.21944333333333	-2.72350666666667	0
AT2G41010	2.05226	-2.07955	0
AT2G41100	17.061445	-6.27174	1.96518
AT2G41180	3.43312	-4.35958	0
AT2G41225	7.93892	0	0
AT2G41230	24.92646	-5.10018	0
AT2G41240	2.98534	-2.54378	0
AT2G41312	-2.061505	2.117525	2.66378666666667
AT2G41342	4.06601	-2.78399	0
AT2G41380	2.77772	0	3.36518
AT2G41410	2.50485	0	0
AT2G41640	45.92301	-6.13059	7.32343
AT2G41730	52.78253	-5.10352	3.09775
AT2G41820	-1.98851	0	0
AT2G41835	1.87163	0	0
AT2G41940	-1.87928	0	0
AT2G41997	1.93127	0	0
AT2G42190	-1.81935	0	0
AT2G42200	-2.60565	0	0
AT2G42300	-1.88463	0	0
AT2G42320	-1.92782	0	0
AT2G42350	4.43982	0	9.28805
AT2G42360	5.79736	-3.18988	7.44535
AT2G42380	-2.97018	0	0
AT2G42530	-1.81756	0	3.2726
AT2G42540	-2.94881	0	11.53398
AT2G42720	-2.40579	-1.85623	0
AT2G42885	1.87376	0	0
AT2G42955	2.97462	0	0
AT2G42990	-2.04949	2.29157	16.68286
AT2G43000	22.6872633333333	-2.86200666666667	8.28786666666667
AT2G43050	-3.62499	0	0
AT2G43120	-1.88905	0	2.4327
AT2G43140	3.04576	-2.087535	0
AT2G43150	2.99522	0	2.36446
AT2G43570	8.47951	0	5.43102
AT2G43590	13.11447	-3.15381	2.80111
AT2G43620	14.53493	-2.42834	3.77272
AT2G43760	2.00175	0	3.00909333333333
AT2G43820	7.83791	0	31.75236
AT2G43870	-2.5839	0	5.09098
AT2G44070	5.09812	-5.4368	0
AT2G44080	7.165	-5.13017	0
AT2G44130	11.0101	0	7.83843
AT2G44140	1.91695	0	1.81609
AT2G44170	-2.06255	0	0
AT2G44180	1.99183	0	0
AT2G44290	4.54967	-2.37801	2.99765
AT2G44370	7.59762	0	0
AT2G44450	2.22146	0	0
AT2G44480	2.86405	-4.05437	8.28576
AT2G44490	26.27469	-5.18466	0
AT2G44578	4.05311	-4.34952	16.37889
AT2G44581	7.10661	-3.527	5.78847
AT2G44740	-2.33531	1.8447	0
AT2G44790	9.2583	-11.80766	7.20462
AT2G44800	-5.03197	0	0
AT2G44840	6.11421666666667	-2.63453	1.83236
AT2G45023	-1.81667	0	0
AT2G45150	-1.88163	0	0
AT2G45210	5.01172	-2.71377	0
AT2G45220	2.63502	0	11.60783
AT2G45280	-1.96363	0	0
AT2G45340	-1.98164333333333	0	0
AT2G45410	-2.80764	0	-5.42425666666667
AT2G45420	-2.420805	0	-2.259425
AT2G45430	-2.76388	-2.18633	4.31061
AT2G45560	-2.97035	1.87024	0
AT2G45570	68.5878	-4.26231	26.669
AT2G45600	-2.4269	0	2.76172
AT2G45610	-2.07281	0	0
AT2G45760	7.27326	-7.07869	0
AT2G45800	-2.36306	2.052715	-1.80482
AT2G45890	-2.76795	0	3.09997
AT2G45970	-1.85269	0	0
AT2G46140	2.40226	-1.97585	0
AT2G46255	-2.01597	0	0
AT2G46310	3.74355	-2.03235	0
AT2G46330	1.88491	-1.87225	0
AT2G46375	-2.97747	0	0
AT2G46400	4.16755	-2.57495	2.16036
AT2G46430	3.246195	-2.54585	0
AT2G46440	1.82694	-2.52013	0
AT2G46450	2.24822	0	0
AT2G46650	3.54011	0	5.73911
AT2G46680	1.905045	0	2.89693666666667
AT2G46685	-2.55222	0	-1.90089
AT2G46720	1.907	2.27498	2.24123
AT2G46750	5.12286	0	6.6521
AT2G46830	3.0187475	0	-1.88868
AT2G46870	2.45553666666667	3.22637	0
AT2G46940	4.71334	-1.88892	0
AT2G46950	14.47001	0	-2.1786
AT2G46995	8.79044	-4.80395	7.18447
AT2G47000	79.26541	-14.17027	7.78474
AT2G47015	1.86765	-1.92183	0
AT2G47130	5.17937	-3.573	0
AT2G47140	8.96513	-4.94171	2.39927
AT2G47150	2.69455	0	0
AT2G47180	3.09685	2.56089	5.97193
AT2G47190	2.65003	-2.48692	4.60265
AT2G47270	4.882725	-2.63837	4.75706666666667
AT2G47460	1.979815	0	-2.83391666666667
AT2G47485	5.05612	1.8365	2.36113
AT2G47520	78.65539	-3.60701666666667	0
AT2G47730	4.41586	-4.01078	0
AT2G47750	-2.04818	0	0
AT2G47844	-1.93585	0	0
AT2G47890	2.6212	1.98998	2.85306
AT2G47930	-2.39702	0	0
AT2G48150	2.19745	0	0
AT3G01140	-1.940575	0	2.20457
AT3G01290	25.94748	-6.81518	5.2714
AT3G01390	-1.94008	0	-2.22149
AT3G01410	-1.83678	0	0
AT3G01440	-2.16193	0	0
AT3G01490	2.63143	0	0
AT3G01513	4.25641	-2.72112	2.25893
AT3G01600	3.17499	-2.38965	0
AT3G01700	-2.02133	0	0
AT3G01730	-2.20469	0	0
AT3G01830	31.15154	-4.37028	5.58269
AT3G01840	3.56076333333333	0	-4.67378666666667
AT3G01970	16.4443	-10.1742	8.49995
AT3G02040	2.30404	-2.0515	0
AT3G02170	2.11685	0	0
AT3G02310	2.34338666666667	2.04544333333333	1.927045
AT3G02430	-5.32159	0	0
AT3G02480	-3.70391	0	80.78571
AT3G02800	1.87797	0	0
AT3G02840	13.32864	-5.34252	0
AT3G03000	2.2492	-2.04942	0
AT3G03080	-2.4364	0	0
AT3G03190	-1.95875	5.28865	0
AT3G03270	3.18185	-2.226055	-2.93687
AT3G03700	3.29222	0	11.95231
AT3G03820	-3.33064	0	0
AT3G03840	-2.89472	0	0
AT3G03855	1.8042	0	0
AT3G04000	3.77454	-1.97222	12.41417
AT3G04010	26.33083	0	20.21874
AT3G04060	3.45091	0	12.69849
AT3G04120	15.63532	-4.26539	2.55048
AT3G04210	6.51048	-4.8364	0
AT3G04220	3.01724	-4.09299	3.15358
AT3G04300	12.91757	0	4.47706
AT3G04410	2.88199	-2.44054666666667	3.76914666666667
AT3G04420	7.155615	0	10.7084066666667
AT3G04440	3.14055	-2.72877	12.68376
AT3G04510	-4.83675	0	3.58858
AT3G04530	-2.3477	0	0
AT3G04720	7.56372	-2.56308	2.82012
AT3G04730	2.47475	0	0
AT3G05150	-3.75581	3.00775	0
AT3G05155	3.18447	0	-3.22397
AT3G05160	2.57808	0	0
AT3G05200	3.18169	-1.93066	0
AT3G05360	3.25033	-3.23209	2.0996
AT3G05370	2.88341	-2.29368	0
AT3G05480	-2.29035	0	0
AT3G05540	2.37601	0	-2.09848
AT3G05650	2.02653	0	0
AT3G05675	-1.81318	1.89868	0
AT3G05727	-2.64752	-5.32042	0
AT3G05858	-1.97873	-2.34558	-6.92696
AT3G05980	-2.50569	4.5832	0
AT3G06120	-2.27228	0	5.4549
AT3G06360	-1.87849	0	0
AT3G06420	1.90575	0	5.55829
AT3G06490	3.57781	-4.94629666666667	6.95762666666667
AT3G06500	2.32586	-1.8391	3.31277
AT3G06600	-2.01248	0	-2.09958
AT3G06778	-2.23863	1.91731	2.22739
AT3G06830	3.74471	0	0
AT3G06995	1.80183	0	0
AT3G07120	-1.80119	0	0
AT3G07150	-2.02898	0	0
AT3G07195	8.1376	-3.05525	0
