Gene	IM-day2	Day2-day4	Day4-day8
AT4G17800	-1.89675	0	-1.90988
AT4G17810	-2.26789	0	0
AT4G17840	2.68064	0	2.46082
AT4G17900	5.35343333333333	-3.00575666666667	2.02822666666667
AT4G17970	-1.87169	0	0
AT4G17990	-7.23864	-2.64178	-7.2543
AT4G18020	-1.8034	0	0
AT4G18050	2.30358	0	13.17765
AT4G18080	-3.14693	-1.93659	2.41865
AT4G18170	3.67000666666667	0	7.07401333333333
AT4G18195	2.002	-2.06784	-2.1923
AT4G18197	1.96995	-2.22756	-2.68358
AT4G18205	4.83364	-3.97524	0
AT4G18250	23.5095933333333	-5.04327333333333	0
AT4G18360	2.59485	0	4.74056
AT4G18501	-2.23978	0	0
AT4G18540	24.40143	-8.01924	-1.94698
AT4G18880	6.88249333333333	-3.43533333333333	2.10093666666667
AT4G18960	12.3642933333333	2.35357	0
AT4G18990	2.45118	0	3.10542
AT4G19030	-2.29231	2.03291	-2.75684
AT4G19370	6.67462	-3.64926	0
AT4G19430	-1.80194	0	0
AT4G19452	-1.83483	0	0
AT4G19460	-4.88641	0	8.88729
AT4G19520	3.97571	-4.05684	5.24838
AT4G19560	-1.82757	0	0
AT4G19590	-2.5612	0	0
AT4G19630	-1.96593	0	-1.94235
AT4G19645	-3.23117	0	2.58376
AT4G19810	1.93846	0	2.53227
AT4G19850	-2.10747	0	-4.07575
AT4G19880	1.99103	-2.12466	0
AT4G20000	38.01375	-1.9472	0
AT4G20040	-1.84557	0	0
AT4G20110	3.9952	-4.25159	2.27043
AT4G20260	-1.94493	0	1.91164
AT4G20325	-2.10425	0	0
AT4G20780	4.92073	-3.8897	0
AT4G20800	-9.58847	0	-3.22245
AT4G20820	-1.96211	0	0
AT4G20830	6.54512333333333	-3.00201	2.21932
AT4G20840	4.66235	-2.21065	2.04892
AT4G20900	-2.17074	0	0
AT4G21120	22.19325	-2.1756	8.4681
AT4G21215	-2.17343	0	0
AT4G21230	-2.02489	0	0
AT4G21390	142.775446666667	-19.4095133333333	5.62325333333333
AT4G21400	2.44822666666667	0	3.08469333333333
AT4G21445	-1.82635	0	0
AT4G21490	7.45429	0	0
AT4G21510	2.11444	0	0
AT4G21590	4.95316	2.602695	0
AT4G21680	15.32328	-2.58356	6.47186
AT4G21830	2.43863	0	6.237885
AT4G21840	7.69553	0	0
AT4G21850	9.19549	0	2.07374
AT4G21865	3.60316	0	2.16982
AT4G21903	4.29332	-1.84068	0
AT4G21910	2.41755	0	1.96486
AT4G21920	70.76758	-5.62357	5.40567
AT4G21970	-2.98423	2.1072	0
AT4G21990	2.51166	0	0
AT4G22200	-2.60528	2.26975	0
AT4G22210	-2.36773	0	0
AT4G22233	-5.32811	11.935635	0
AT4G22505	2.94982	-1.88091	-2.57283
AT4G22520	-3.4869	-3.78911	0
AT4G22530	8.47914	-5.20638	2.70755
AT4G22590	10.41447	-3.96079	11.07422
AT4G22690	9.21274	-4.37152	0
AT4G22710	11.4879	-9.47789	0
AT4G22730	-2.39587333333333	0	0
AT4G22753	-2.16524	0	3.61159
AT4G22870	-4.93365	0	0
AT4G22880	-2.15378	0	0
AT4G22980	4.78664	-3.54653	0
AT4G23020	-2.82454	2.15105	0
AT4G23030	22.17639	-9.55718	2.58803
AT4G23140	5.45995666666667	-2.23241333333333	0
AT4G23150	5.93972333333333	0	4.89876333333333
AT4G23160	9.52521666666667	-2.06515666666667	0
AT4G23170	3.3493	-3.11545	0
AT4G23180	3.53439333333333	-2.38250666666667	0
AT4G23230	5.08589	0	0
AT4G23260	7.175755	1.83664	2.736645
AT4G23270	3.47148666666667	0	2.09304
AT4G23280	4.58732333333333	-1.926255	1.87252
AT4G23290	-1.87459	0	0
AT4G23320	18.7970066666667	-3.88995333333333	0
AT4G23340	-8.94532	-3.19831	0
AT4G23450	2.47127	-1.90016	3.00111
AT4G23610	2.15368	-3.0882	0
AT4G23670	-2.56297	0	3.0605
AT4G23700	2.37825	-4.01556	3.84124
AT4G23780	-2.26309	0	0
AT4G23810	5.064125	-2.36841	0
AT4G24000	5.54345	0	25.29887
AT4G24010	-2.23792	0	1.87447
AT4G24130	2.63942	3.27927	2.62871
AT4G24140	3.28798	2.38651	21.41222
AT4G24160	2.87745	-2.39037	0
AT4G24265	2.57782	0	-2.63546
AT4G24275	7.51456	0	2.72819
AT4G24290	3.5594	0	0
AT4G24310	3.6347	-4.65085	0
AT4G24340	6.95492	-2.35351	7.79648
AT4G24380	2.58587	-2.136965	2.315265
AT4G24510	-1.9646	0	2.25273
AT4G24540	-1.96078666666667	0	-2.70662666666667
AT4G24580	-2.0832	0	-2.7319
AT4G25030	2.19597	-1.84857	0
AT4G25110	2.74426	-3.86273	0
AT4G25200	19.50288	-2.61121	3.88889
AT4G25330	4.37194	-3.27318	0
AT4G25420	-3.14981	0	-5.11369
AT4G25430	-2.98007	0	0
AT4G25480	-2.8175	2.02163	3.010025
AT4G25640	2.25719	0	2.0947
AT4G25690	2.419515	0	2.944965
AT4G25692	1.87774	0	2.33435
AT4G25780	-4.60348	0	-3.17093
AT4G25810	6.8078	-2.9297	4.23806
AT4G25900	2.8543	-1.91002	1.87753
AT4G25920	-1.90542	-2.26443	0
AT4G25930	32.59616	-2.21007	0
AT4G25940	3.75518	-1.93779	0
AT4G25950	-1.8736	0	2.23836
AT4G26020	-2.42497	0	0
AT4G26060	2.20681	-1.88917	2.01051
AT4G26070	2.7687	-2.40679333333333	0
AT4G26080	2.62082	0	2.43568
AT4G26090	2.03268	-2.00932	0
AT4G26120	4.85824	0	2.34562
AT4G26140	-1.85556	0	0
AT4G26150	-4.302905	2.006415	3.83056666666667
AT4G26255	-2.3652	0	2.6837
AT4G26260	-4.92613	0	0
AT4G26320	-2.24617	0	2.35582
AT4G26470	2.55095	-2.83668	6.97395
AT4G26540	-2.33452333333333	2.56506	2.85522
AT4G26790	-2.42568	0	0
AT4G26830	-2.55471	0	0
AT4G26950	6.0891	-3.20004	4.15612
AT4G26960	-2.39469	0	0
AT4G26970	1.9109	-2.61215	0
AT4G27250	-1.88331	2.14287	0
AT4G27260	2.37732	0	0
AT4G27280	5.46894	-3.53212	0
AT4G27300	10.0621	-3.74110333333333	0
AT4G27310	2.41817	-2.66919666666667	0
AT4G27410	4.14519333333333	0	16.869285
AT4G27510	-1.91179	0	-2.247735
AT4G27530	-2.46248	0	0
AT4G27550	-2.17806	0	2.44134
AT4G27580	9.13218	-3.7404	2.41159
AT4G27585	2.12092	-1.83874	0
AT4G27652	3.23254	-2.39518	2.0033
AT4G27657	2.39684	0	0
AT4G27720	-1.81561	0	0
AT4G27810	-2.74431	0	0
AT4G27830	2.83296	-1.97638	2.6185
AT4G27890	3.11504	0	7.90175
AT4G27940	3.41663	-1.85279	0
AT4G27950	2.06143333333333	0	0
AT4G27970	14.29394	-2.12233	1.93885
AT4G27980	2.37196	0	0
AT4G28040	-4.79371	0	8.80525
AT4G28140	3.83080333333333	3.78743	4.79399333333333
AT4G28150	2.65866	0	2.47422
AT4G28310	-2.71484	0	0
AT4G28350	10.2958433333333	-3.15333333333333	3.67271333333333
AT4G28390	3.06073	-2.08112	0
AT4G28400	1.80346	0	0
AT4G28460	413.93887	-17.48456	2.64867
AT4G28490	3.21054666666667	-3.80593	0
AT4G28530	-2.84157	0	1.88923
AT4G28680	-2.26136	0	0
AT4G28703	2.59485	0	0
AT4G29050	2.83443333333333	-1.92108666666667	0
AT4G29140	-1.84108	0	-1.89105
AT4G29240	-1.88209	0	0
AT4G29340	-1.93339	0	0
AT4G29650	-5.2426	0	1.88291
AT4G29720	-2.02063	0	0
AT4G29740	2.65006	-1.83922	0
AT4G29780	3.04741	-1.90362	2.1719
AT4G29930	2.16938	0	4.2741
AT4G29950	2.0764	0	2.80239
AT4G30140	-4.5404	-3.04453	-2.46006
AT4G30180	-2.08731	2.23831	0
AT4G30190	2.14432	0	0
AT4G30250	-1.88923	0	0
AT4G30270	2.01737	0	5.33799
AT4G30280	13.2645	0	14.52784
AT4G30410	2.36039	0	0
AT4G30540	-6.31711	0	0
AT4G30610	-1.87932	0	0
AT4G30650	-2.71035	0	1.86938
AT4G30670	-3.18874	0	0
AT4G30975	-2.02996	2.27398	0
AT4G31110	-2.34359	0	5.76912333333333
AT4G31200	-2.11306	0	0
AT4G31380	41.5207	0	-2.97113
AT4G31400	-1.90491	0	0
AT4G31500	5.1054	-2.78397	3.53539
AT4G31520	-2.38025	0	0
AT4G31615	-2.00369	0	-2.51798
AT4G31800	2.58338666666667	-2.17067666666667	2.16729333333333
AT4G31870	3.71151	0	0
AT4G31950	71.62553	-12.68895	2.30366
AT4G31970	26.43826	-11.0754	6.40273
AT4G32000	3.29626333333333	-2.21869333333333	0
AT4G32280	-4.82794333333333	-2.75206	-3.49381
AT4G32295	-2.05732	0	0
AT4G32340	-2.37201	0	2.13481
AT4G32480	-2.12312	0	6.51415
AT4G32870	3.42774	-2.50861	1.90946
AT4G32980	2.0406	0	0
AT4G33050	5.80228	-4.42041	0
AT4G33070	10.35013	-2.75988	3.61425
AT4G33160	1.88266	0	0
AT4G33270	1.89358	0	-2.25115
AT4G33420	3.32402	0	3.79994
AT4G33565	3.25273	0	2.81781
AT4G33666	6.18205	-2.53126	4.46443
AT4G33870	-2.71429	0	0
AT4G33900	-2.08949	0	0
AT4G34131	3.49931	-3.75833	6.23898
AT4G34135	33.49761	0	0
AT4G34138	11.55335	0	0
AT4G34150	2.64716	-2.76514	0
AT4G34380	3.05624	-5.42162	6.29514
AT4G34530	2.50735	-2.59334333333333	0
AT4G34650	-2.03586	0	2.72668
AT4G34680	1.91791	0	0
AT4G34740	-1.96549	0	0
AT4G34790	2.00749	3.38783	-2.26831
AT4G34800	2.33281	2.73654	0
AT4G34940	-3.30471	0	1.8696
AT4G35010	-1.84072	0	0
AT4G35030	-2.71972666666667	0	0
AT4G35110	18.02331	-2.4444	2.32652
AT4G35160	2.91308	0	5.81023
AT4G35180	18.67035	-4.61344	2.76815
AT4G35190	2.18804	0	0
AT4G35380	7.50741	-5.48576	0
AT4G35600	2.08265	0	0
AT4G35783	-3.44916	0	2.20808
AT4G35810	-8.61009	-5.46728	0
AT4G35900	-2.76697	0	-2.50021
AT4G36030	3.3137	-2.62115	0
AT4G36240	-1.837485	0	0
AT4G36500	8.70308	-3.51783	1.88469
AT4G36540	-1.84142	2.31039666666667	0
AT4G36580	2.50176	-1.85192	0
AT4G36640	4.093205	0	6.398545
AT4G36648	2.71331	-2.39756	0
AT4G36670	6.56018	-2.81441	4.39339
AT4G36740	2.18108333333333	1.95886333333333	0
AT4G36780	2.15706666666667	0	0
AT4G36830	-2.12236	0	3.15765
AT4G36850	-2.38621	0	11.12592
AT4G36870	3.13355333333333	3.65612666666667	0
AT4G36950	18.95282	0	15.70681
AT4G37030	13.20109	-5.31905	0
AT4G37140	2.09673	1.88145	0
AT4G37150	4.65414	2.0803	0
AT4G37260	2.696485	0	0
AT4G37290	58.40714	-12.43875	0
AT4G37370	16.27929	-6.34829	3.85275
AT4G37390	2.98064	2.32069	0
AT4G37400	24.28777	0	0
AT4G37520	3.74268	-2.55182	3.29925
AT4G37530	2.45572	-2.33517	4.2486
AT4G37560	3.474	0	0
AT4G37682	-1.82345	0	0
AT4G37710	9.48886	-2.76196	0
AT4G37720	3.22153	0	0
AT4G37800	-2.79195	0	0
AT4G37810	-1.96752	0	-1.83811
AT4G37910	2.10954	0	0
AT4G38390	-1.91421	0	0
AT4G38410	4.17124	3.94405	5.05604
AT4G38530	-1.84723	0	-2.11725
AT4G38540	21.67836	-2.45934	2.14206
AT4G38550	3.66069	-2.4818	0
AT4G38560	24.3539	-7.20042	0
AT4G38910	-3.02525	0	0
AT4G39010	-2.38582	0	0
AT4G39270	1.90426	-2.358835	0
AT4G39330	-2.46081	0	0
AT4G39340	-2.47004	0	0
AT4G39400	-1.99301	0	0
AT4G39410	-2.318955	0	0
AT4G39500	-2.06822	0	3.40308
AT4G39510	-3.43752	0	0
AT4G39580	11.83313	0	0
AT4G39640	3.12569	0	2.38022
AT4G39650	3.06675	0	2.00377
AT4G39670	122.71973	-9.93054	15.67017
AT4G39830	7.94285	-2.47616	0
AT4G39890	4.16023	0	0
AT4G39940	3.99443	-1.91822	5.77145
AT4G39950	17.294	-2.90383	6.56927
AT4G40080	3.69147	-1.94457	3.38787
AT5G01015	-2.63703	0	0
AT5G01100	8.44975	0	3.0257
AT5G01120	-3.54485	0	-4.52902
AT5G01200	2.10631	0	0
AT5G01210	2.73256	-2.50379	0
AT5G01300	-1.91557	-2.32606	0
AT5G01380	2.509715	2.11617	6.40537666666667
AT5G01540	10.964295	-2.45894	2.620605
AT5G01550	16.7664366666667	-4.62238333333333	0
AT5G01560	7.02920333333333	-1.827195	0
AT5G01630	-1.82818	0	-2.59267
AT5G01740	-1.84568	0	0
AT5G01790	-2.36695	0	2.01602
AT5G01830	2.24175	0	2.1436
AT5G01870	-3.39227	2.56898	1.87295
AT5G02020	2.15419	0	3.54845
AT5G02090	-1.94496	2.0562	0
AT5G02240	-3.23006	0	0
AT5G02290	2.06838	-2.03293666666667	0
AT5G02440	2.50881	0	-2.20198
AT5G02490	-2.56101	0	0
AT5G02510	-2.22135	0	0
AT5G02600	2.02464	0	3.10796
AT5G02720	-2.88403	0	0
AT5G02750	2.05578	-1.81459	0
AT5G02760	5.41561	-2.37136	0
AT5G02780	35.80841	-22.39344	18.8312
AT5G03210	3.15347	0	8.78517
AT5G03240	1.84254	0	0
AT5G03310	2.15267	0	0
AT5G03380	3.49433	-3.47294	0
AT5G03490	2.61392	0	2.26679
AT5G03630	1.81702	0	0
AT5G03700	2.19754	0	0
AT5G03790	-3.03067	2.42195333333333	1.8228
AT5G03860	1.97731	0	0
AT5G03890	2.30787	0	8.27879
AT5G03995	2.41729	0	0
AT5G04275	-2.22122	0	-1.99641
AT5G04340	11.0671066666667	-4.22167333333333	3.46946333333333
AT5G04630	-2.10522	0	-2.30343
AT5G04660	2.48885	0	0
AT5G04720	1.96287	-2.33711	0
AT5G04880	2.87901	0	0
AT5G04930	1.99362	-2.01438	0
AT5G05140	2.22055	0	1.99476
AT5G05190	2.46452	-2.53268	2.38391
AT5G05250	-2.30314	0	0
AT5G05300	14.70548	-6.76602	0
AT5G05330	-2.53331	0	-2.87555
AT5G05400	-2.07338	0	0
AT5G05460	2.1745	-1.85253	0
AT5G05530	3.3445	0	5.20964
AT5G05600	4.73822	0	11.23374
AT5G05730	4.32324	-2.84022	2.97037
AT5G05810	-1.93799	0	-2.38673
AT5G05840	-2.08608	0	-3.82061
AT5G05880	2.38698	-5.29898	0
AT5G06070	14.52158	3.22650666666667	0
AT5G06230	1.94448	3.7419	0
AT5G06300	-1.82921	0	-2.64171
AT5G06320	2.93181	-2.96046	2.0241
AT5G06380	-2.91407	0	-1.82697
AT5G06470	-1.9137	0	0
AT5G06570	5.239045	-4.942145	2.00509
AT5G06650	-3.52182	0	0
AT5G06760	-2.62024	8.73313	24.27861
AT5G06850	-2.16435	0	0
AT5G06860	37.86726	-3.51857	7.87716
AT5G06980	2.05494	2.25553	1.854
AT5G07010	3.59736	0	14.06424
AT5G07090	-2.10408	0	0
AT5G07100	10.24788	-2.02107	17.8120325
AT5G07250	-2.260205	0	0
AT5G07322	3.8415	-2.93185	4.60131
AT5G07780	2.02515	0	0
AT5G07930	-3.344045	-2.878	-3.5926
AT5G07990	-2.93653	2.53318	2.0964
AT5G08000	-2.12025	0	0
AT5G08020	-1.98611	0	0
AT5G08240	4.48938	-3.82689	0
AT5G08640	-2.07787	0	0
AT5G08790	16.4520333333333	-4.31299333333333	0
AT5G09290	6.32471	-3.73803	0
AT5G09510	-1.80667	0	0
AT5G09570	24.47816	-2.33851	0
AT5G09730	-2.73061	0	2.7667
AT5G09750	-3.54225	0	0
AT5G09780	-1.92116	3.96867	20.46846
AT5G09910	-2.06877	0	-2.34626
AT5G10100	2.20107	0	-2.03632
AT5G10140	-1.89407	0	-2.32971
AT5G10310	-1.8908	0	0
AT5G10380	2.02585	-3.08331	0
AT5G10420	-3.02887	-2.07859	6.32453
AT5G10520	1.83737	0	0
AT5G10695	2.1976	-2.3284	2.46287
AT5G10760	2.36999	0	2.02389
AT5G10890	-2.2414	3.07931	0
AT5G10970	2.105315	0	0
AT5G11140	32.87736	0	-1.94776
AT5G11190	5.49611333333333	-2.34159333333333	0
AT5G11540	-2.74778	0	0
AT5G11590	-3.44988666666667	1.91446666666667	-2.59651
AT5G11670	3.04176	-2.3641	2.092
AT5G11920	2.73192	0	0
AT5G11930	-2.38612	0	0
AT5G12110	-2.14846	0	0
AT5G12170	2.88255	0	3.85312
AT5G12340	29.63843	-10.72254	3.64007
AT5G12390	2.14998	0	0
AT5G12940	2.01527	-3.13805	0
AT5G12950	-2.50757	0	0
AT5G12960	-1.82533	0	-1.92304
AT5G12990	-3.57984	0	2.90618
AT5G13060	-1.85621	0	0
AT5G13080	39.9769933333333	-9.07577	21.0391433333333
AT5G13140	-1.9168	0	0
AT5G13200	3.87483	0	13.25811
AT5G13210	68.48656	-5.77793	4.03627
AT5G13220	3.53923	0	4.15695
AT5G13250	-1.85789	0	-2.25902
AT5G13330	8.24017333333333	0	9.60771666666667
AT5G13370	35.06146	-2.11937	7.72541
AT5G13580	-2.08173	0	0
AT5G13750	2.10236	0	2.10616
AT5G13790	2.31116	2.46289	0
AT5G13917	-2.56041	0	0
AT5G13990	4.4838	0	0
AT5G14000	1.902305	3.18377	1.95724666666667
AT5G14090	-2.01034	0	-3.71704
AT5G14140	-2.77193	0	0
AT5G14150	-3.89232	0	0
AT5G14200	-4.14774	5.14759	0
AT5G14490	1.87748333333333	-3.310295	2.94806333333333
AT5G14780	2.29748	0	4.83611
AT5G14890	-1.86533	0	0
AT5G14920	-1.86757	-2.65716	0
AT5G15265	2.88056	-2.35983	0
AT5G15310	-2.472935	2.58278333333333	2.41528666666667
AT5G15380	-2.65175	0	1.89948
AT5G15430	-2.63113	0	0
AT5G15720	-2.04502	2.48544	4.49652
AT5G15780	-2.26547	0	0
AT5G15800	1.932465	1.835035	0
AT5G15830	2.83422666666667	2.01493	-4.24124666666667
AT5G15850	4.03865333333333	0	4.19152333333333
AT5G15940	3.76115	-2.64097	0
AT5G15950	3.77038	0	0
AT5G15960	-2.68058	2.64252	3.53408
AT5G16170	4.78111	-4.30318	4.46354
AT5G16570	2.62438	0	-2.09342
AT5G16850	-2.00397	0	-2.34419
AT5G16870	-2.73905	0	0
AT5G16900	2.68312	0	2.90606333333333
AT5G16960	5.92269	0	88.00416
AT5G17000	2.30357	0	0
AT5G17030	-2.28307	0	0
AT5G17330	2.45722	0	2.01604
AT5G17390	14.90519	-3.03993	30.78799
AT5G17430	-2.78626	0	0
AT5G17650	1.95998	0	3.85279
AT5G17810	-3.18529	3.48017	1.910115
AT5G17860	2.44151	0	5.72319
AT5G17990	2.11687	0	2.0942
AT5G18000	4.72925	2.42222	0
AT5G18080	-2.49505	1.84421	0
AT5G18300	-2.23051	0	0
AT5G18310	2.04751	0	2.84057
AT5G18470	35.57944	-6.24291	2.39835
AT5G18490	2.16588	-2.52208	0
AT5G18560	-3.09029	-1.91188	-8.18367333333333
AT5G18710	-3.16751	0	-2.09499
AT5G18720	-2.07728	0	-2.29295
AT5G18740	-2.73306	0	0
AT5G18780	1.95923	0	0
AT5G19040	3.48738	0	-2.08393
AT5G19060	-2.30241	0	0
AT5G19140	-2.22418	0	0
AT5G19230	11.5797	0	30.6649
AT5G19360	2.94998	-1.86171	0
AT5G19550	1.95793	0	0
AT5G19730	-2.5837	0	0
AT5G19740	-2.15236	0	0
AT5G19880	3.23858	-7.67807	0
AT5G19920	-1.89567	0	0
AT5G20230	32.23891	-5.45807	13.8086
AT5G20240	1.97785	0	0
AT5G20400	5.07352	-2.16385	0
AT5G20430	-3.51606	0	0
AT5G20640	-2.25142	0	-1.88488
AT5G20700	-2.48463	0	0
AT5G20710	-2.465	0	2.79258
AT5G20740	-2.23305	0	0
AT5G20960	7.79234333333333	-2.037975	2.94138
AT5G21100	-2.62941	0	0
AT5G21150	-2.28916	2.17462	6.34286
AT5G21430	-1.85384	0	-1.9462
AT5G21910	-1.84669	0	0
AT5G22110	-1.82456	0	0
AT5G22200	-2.18115	0	0
AT5G22250	5.26545	-3.06575	1.86987
AT5G22270	12.42593	-2.9358	4.8418
AT5G22300	70.06467	-24.20229	6.05
AT5G22380	5.28400333333333	-2.74895333333333	0
AT5G22430	11.02625	2.74672	10.4333
AT5G22530	3.50922	-6.80483	4.83811
AT5G22540	14.72711	-6.67269	10.73217
AT5G22545	10.78786	-3.60606	3.30351
AT5G22570	3.0153	0	2.77893
AT5G22580	-1.93244	0	0
AT5G22920	-1.97539	0	0
AT5G23000	-1.81137	0	0
AT5G23160	7.8832	-4.31691	0
AT5G23200	-1.83313	0	0
AT5G23240	-6.25095	0	3.19743
AT5G23260	4.15537666666667	0	2.02785
AT5G23280	-1.992525	0	2.147535
AT5G23370	-1.90188	0	0
AT5G23510	6.022315	-2.42848	2.34961
AT5G23870	-2.27296	0	0
AT5G23940	-1.80878	0	0
AT5G23980	-2.36965	0	0
AT5G24105	-2.58722	0	0
AT5G24110	200.818886666667	-9.01603666666667	0
AT5G24155	-2.09491	0	1.81478
AT5G24160	3.40911	2.65439	5.73399
AT5G24200	9.02631	-3.20757	2.32104
AT5G24330	-2.12971	0	0
AT5G24420	2.4203	2.12762	4.469
AT5G24510	2.5721	0	0
AT5G24530	2.55736	0	3.6298
AT5G24540	35.31417	-4.44901	0
AT5G24580	-2.04119	0	0
AT5G24600	6.19455	-3.01639	0
AT5G24640	102.67525	-4.98618	2.59606
AT5G24790	-2.62411	0	0
AT5G24879	-2.09868	0	0
AT5G24910	2.26761	0	0
AT5G25130	-1.80646	1.99018	0
AT5G25140	-2.04497	0	-2.29633
AT5G25160	-2.10275	2.19043	4.86182666666667
AT5G25180	-1.8317	0	0
AT5G25190	2.18547333333333	0	0
AT5G25250	2.56104	0	0
AT5G25260	7.30059	-5.90417	0
AT5G25340	2.99519	0	0
AT5G25350	2.86243	-1.84172	1.83813
AT5G25390	-1.82544	0	0
AT5G25400	-2.68117	0	0
AT5G25440	2.37173333333333	0	3.58913
AT5G25570	-2.18191	0	0
AT5G25770	2.34911	0	0
AT5G25810	-2.67108666666667	0	-2.27335
AT5G25830	-1.99818	0	0
AT5G25910	6.145	-3.62548	0
AT5G25920	2.08914	-3.18979	3.07053
AT5G25930	12.17122	-7.98071	1.868025
AT5G25970	-2.93389	0	0
AT5G25980	-2.29663	0	2.68103
AT5G26000	-2.3983	0	2.65941
AT5G26030	2.42755	0	0
AT5G26038	1.96612	0	0
AT5G26170	3.64355	-4.50249666666667	0
AT5G26200	-2.12776	0	-4.07794
AT5G26220	5.385	-2.52084	29.12664
AT5G26230	-1.85859	1.99358	0
AT5G26340	13.75845	-2.18047	8.6001
AT5G26600	2.06861	0	1.93277
AT5G26630	-1.8413	0	-1.84414
AT5G26660	3.2516	0	2.301635
AT5G26670	-1.98158	0	-2.07002
AT5G26700	1.94664	-2.30452	0
AT5G26920	7.50057	-2.41651	0
AT5G27200	-2.46121	0	2.863
AT5G27420	57.20134	-8.24953	0
AT5G27600	1.95223	0	0
AT5G27760	2.60548	-2.15117	2.8397
AT5G27807	-2.06154	0	0
AT5G28237	2.72412	0	4.44698
AT5G28287	2.80962	0	4.18426
AT5G28490	-2.31816	0	-2.08239
AT5G28520	1.84022	0	0
AT5G28590	-2.63493	0	0
AT5G28630	4.23064	-1.84071	-1.90862
AT5G28650	-2.03039	0	0
AT5G33290	4.8281	-2.43779	2.05489
AT5G34940	-2.02016	0	0
AT5G35370	2.13377	0	2.92884333333333
AT5G35550	4.82552666666667	0	-6.20848666666667
AT5G35580	2.8856	-1.84677	6.83503666666667
AT5G35688	8.70022	0	5.51032
AT5G35735	8.76877	-3.82842	2.46312
AT5G35760	-2.9635	0	0
AT5G35940	-2.45248	0	0
AT5G36220	7.45363	-2.71721	4.54708
AT5G36920	91.38615	-4.17093	2.30248
AT5G36925	43.86903	-4.2954	3.81046
AT5G36970	4.24981	-2.68444	2.28641
AT5G37070	2.00657	-1.87117	0
AT5G37230	3.06213	0	2.45124
AT5G37250	3.15269	0	2.06341
AT5G37280	-2.2378	2.98409	0
AT5G37300	-2.34125	1.89966	0
AT5G37470	-2.058	0	0
AT5G37500	-2.60156	0	0
AT5G37860	-6.61274	0	26.83718
AT5G37980	-2.65499	0	0
AT5G38100	-2.08256	0	-2.22183
AT5G38210	3.46408	-1.98445666666667	-1.99472333333333
AT5G38240	14.8083533333333	-4.18169	6.68401
AT5G38250	27.0070966666667	-4.16102666666667	1.98206
AT5G38260	2.65912333333333	-2.09376333333333	-1.9021
AT5G38275	11.77345	-3.66483	4.53166
AT5G38310	22.30952	-5.03816	-2.06754
AT5G38410	-1.86837	0	0
AT5G38680	-2.24888	0	0
AT5G38710	7.02125	1.81925	2.28583
AT5G38780	-2.80494	0	3.961
AT5G38900	68.45766	-5.28231	8.6487
AT5G38930	-2.57556	-2.51029	0
AT5G39020	6.72159	-3.11709	0
AT5G39030	2.62291333333333	0	0
AT5G39050	7.018	-2.18804	2.52656
AT5G39100	53.70388	-3.65248	-6.57005
AT5G39110	4.81415	0	0
AT5G39120	15.29683	-5.62825	0
AT5G39190	-2.83271	0	0
AT5G39580	17.41314	-8.33339	11.85535
AT5G39610	22.9475133333333	0	10.04317
AT5G39635	-3.5378	0	0
AT5G39670	5.22876	-4.33578	0
AT5G40000	6.59308	0	5.06556
AT5G40170	2.76538	-1.84105	0
AT5G40380	-2.47590666666667	2.70133666666667	1.83074
AT5G40382	-6.68307	0	0
AT5G40395	2.08278	0	0
AT5G40645	-2.41588	0	0
AT5G40690	35.41164	-8.79125	10.19935
AT5G40780	13.08685	-2.68066	5.78782
AT5G40800	2.30692	3.55833	1.83319
AT5G40890	-1.8628	0	2.732785
AT5G40942	-2.14797	0	0
AT5G40990	60.34856	-14.15807	-2.63269
AT5G41070	1.8679	0	0
AT5G41080	-2.22318	0	0
AT5G41315	-1.98541333333333	0	2.242025
AT5G41410	-1.834155	0	1.81177
AT5G41460	-2.30015	0	0
AT5G41530	1.94252	0	0
AT5G41663	-4.21915	3.13696	-2.73389
AT5G41750	2.25597	-2.233675	0
AT5G41761	2.35767	0	1.84163
AT5G41880	-3.47773	0	0
AT5G42010	3.49104	0	0
AT5G42040	-2.03844	0	0
AT5G42050	3.46171	-2.07632	1.97666
AT5G42180	-3.66457	0	0
AT5G42380	28.64729	-3.57682	3.71465
AT5G42440	1.97154	0	0
AT5G42500	-2.94811	0	0
AT5G42510	-2.39109	0	0
AT5G42530	2.16917	0	0
AT5G42630	-2.79155	0	0
AT5G42650	2.96933	0	2.03792
AT5G42680	-1.92508	0	3.95463
AT5G42820	1.80123	0	0
AT5G42830	94.10133	-9.08449	4.6129
AT5G43080	-1.87442	0	0
AT5G43170	5.44771	-3.72665	2.112965
AT5G43180	1.90588	0	0
AT5G43290	-2.45238	0	0
AT5G43420	3.41683	0	2.30821
AT5G43440	42.20567	-5.80889	12.1971
AT5G43450	210.8212	-7.40799	17.32375
AT5G43530	-2.57706	0	0
AT5G43650	8.21693333333333	-5.73077666666667	4.11448333333333
AT5G43950	-1.90466	0	0
AT5G44020	-2.82641	0	6.68468
AT5G44130	-2.08525	0	3.63525
AT5G44140	3.22785	0	0
AT5G44210	2.05542	-1.9177	0
AT5G44260	3.31046333333333	-2.89659333333333	1.845585
AT5G44400	-2.14085	0	2.7995
AT5G44410	-2.37397	0	-2.5394
AT5G44565	3.26798	-2.1828	0
AT5G44568	2.14166	-2.49922	1.90334
AT5G44570	3.22402	0	7.00092
AT5G44578	10.93213	-2.83935	-2.28671
